unknown,-1,0,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
81496,2023-11-01 14:57:33.580,GPS,856357458,0,4,284271600,2286,32,0.57,24.7758243,121.042524,115.45,0.075,141.3223,0.281,0,1
81588,2023-11-01 14:57:33.780,GPS,856557477,0,4,284271800,2286,32,0.57,24.7758244,121.0425241,115.41,0.097,141.3223,0.284,0,1
81678,2023-11-01 14:57:33.980,GPS,856757456,0,4,284272000,2286,32,0.57,24.7758244,121.0425243,115.35,0.08000001,141.3223,0.227,0,1
81773,2023-11-01 14:57:34.180,GPS,856957724,0,4,284272200,2286,32,0.57,24.7758244,121.0425244,115.31,0.056,141.3223,0.291,0,1
81863,2023-11-01 14:57:34.380,GPS,857157749,0,4,284272400,2286,32,0.57,24.7758245,121.0425245,115.25,0.085,141.3223,0.24,0,1
81959,2023-11-01 14:57:34.580,GPS,857357807,0,4,284272600,2286,31,0.57,24.7758246,121.0425245,115.2,0.026,141.3223,0.165,0,1
82051,2023-11-01 14:57:34.780,GPS,857557777,0,4,284272800,2286,32,0.57,24.7758246,121.0425245,115.16,0.025,141.3223,0.247,0,1
82141,2023-11-01 14:57:34.980,GPS,857757773,0,4,284273000,2286,32,0.57,24.7758247,121.0425245,115.13,0.075,141.3223,0.206,0,1
82236,2023-11-01 14:57:35.180,GPS,857957750,0,4,284273200,2286,32,0.57,24.7758248,121.0425245,115.08,0.102,141.3223,0.225,0,1
82326,2023-11-01 14:57:35.380,GPS,858157728,0,4,284273400,2286,32,0.57,24.7758251,121.0425245,115.04,0.172,359.5209,0.189,0,1
82421,2023-11-01 14:57:35.580,GPS,858357802,0,4,284273600,2286,32,0.57,24.7758254,121.0425244,115,0.151,358.4359,0.215,0,1
82513,2023-11-01 14:57:35.780,GPS,858557808,0,4,284273800,2286,32,0.57,24.7758257,121.0425244,114.96,0.188,359.3412,0.129,0,1
82603,2023-11-01 14:57:35.980,GPS,858757742,0,4,284274000,2286,32,0.57,24.775826,121.0425244,114.94,0.177,357.0017,0.197,0,1
82697,2023-11-01 14:57:36.180,GPS,858957792,0,4,284274200,2286,32,0.57,24.7758263,121.0425243,114.91,0.17,6.27695,0.14,0,1
82790,2023-11-01 14:57:36.380,GPS,859157695,0,4,284274400,2286,32,0.57,24.7758264,121.0425244,114.9,0.09500001,5.05824,-0.075,0,1
82885,2023-11-01 14:57:36.580,GPS,859357781,0,4,284274600,2286,32,0.57,24.7758263,121.0425245,114.9,0.046,5.05824,0.037,0,1
82977,2023-11-01 14:57:36.780,GPS,859557696,0,4,284274800,2286,32,0.57,24.7758262,121.0425245,114.9,0.008,5.05824,0.001,0,1
83067,2023-11-01 14:57:36.980,GPS,859757452,0,4,284275000,2286,32,0.57,24.7758262,121.0425245,114.89,0.02,5.05824,0.036,0,1
83162,2023-11-01 14:57:37.180,GPS,859957502,0,4,284275200,2286,32,0.57,24.7758262,121.0425244,114.89,0.022,5.05824,-0.001,0,1
83252,2023-11-01 14:57:37.380,GPS,860157478,0,4,284275400,2286,32,0.57,24.7758262,121.0425245,114.89,0.013,5.05824,0.019,0,1
83346,2023-11-01 14:57:37.580,GPS,860357476,0,4,284275600,2286,32,0.57,24.7758262,121.0425244,114.91,0.011,5.05824,0.011,0,1
83438,2023-11-01 14:57:37.760,GPS,860537489,0,4,284275800,2286,32,0.57,24.7758262,121.0425244,114.91,0.022,5.05824,-0.063,0,1
83531,2023-11-01 14:57:37.980,GPS,860757451,0,4,284276000,2286,32,0.57,24.7758262,121.0425244,114.91,0.012,5.05824,-0.007,0,1
83628,2023-11-01 14:57:38.180,GPS,860957528,0,4,284276200,2286,32,0.57,24.7758262,121.0425244,114.92,0.013,5.05824,0.001,0,1
83716,2023-11-01 14:57:38.360,GPS,861137500,0,4,284276400,2286,32,0.57,24.7758262,121.0425244,114.92,0.007,5.05824,0.002,0,1
83810,2023-11-01 14:57:38.560,GPS,861337475,0,4,284276600,2286,32,0.57,24.7758262,121.0425243,114.93,0.006,5.05824,0.018,0,1
83907,2023-11-01 14:57:38.760,GPS,861537422,0,4,284276800,2286,32,0.57,24.7758262,121.0425243,114.92,0.012,5.05824,-0.022,0,1
83999,2023-11-01 14:57:38.980,GPS,861757399,0,4,284277000,2286,32,0.57,24.7758263,121.0425243,114.92,0.021,5.05824,-0.002,0,1
84091,2023-11-01 14:57:39.160,GPS,861937394,0,4,284277200,2286,32,0.57,24.7758263,121.0425243,114.93,0.016,5.05824,-0.002,0,1
84182,2023-11-01 14:57:39.360,GPS,862137436,0,4,284277400,2286,32,0.57,24.7758263,121.0425243,114.93,0.015,5.05824,-0.033,0,1
84276,2023-11-01 14:57:39.560,GPS,862337415,0,4,284277600,2286,32,0.55,24.7758262,121.0425242,114.92,0.016,5.05824,0.021,0,1
84369,2023-11-01 14:57:39.760,GPS,862537409,0,4,284277800,2286,32,0.55,24.7758262,121.0425242,114.91,0.021,5.05824,0.016,0,1
84461,2023-11-01 14:57:39.980,GPS,862757610,0,4,284278000,2286,32,0.55,24.7758262,121.0425242,114.91,0.003,5.05824,0.029,0,1
84556,2023-11-01 14:57:40.180,GPS,862957563,0,4,284278200,2286,32,0.55,24.7758262,121.0425242,114.9,0.022,5.05824,-0.001,0,1
84644,2023-11-01 14:57:40.360,GPS,863137810,0,4,284278400,2286,32,0.55,24.7758262,121.0425242,114.9,0.031,5.05824,-0.005,0,1
84738,2023-11-01 14:57:40.560,GPS,863337409,0,4,284278600,2286,32,0.55,24.7758261,121.0425241,114.9,0.033,5.05824,-0.04,0,1
84830,2023-11-01 14:57:40.760,GPS,863537423,0,4,284278800,2286,32,0.55,24.7758261,121.0425241,114.91,0.029,5.05824,0.004,0,1
84923,2023-11-01 14:57:40.980,GPS,863757429,0,4,284279000,2286,32,0.55,24.775826,121.0425241,114.91,0.028,5.05824,-0.053,0,1
85016,2023-11-01 14:57:41.160,GPS,863937446,0,4,284279200,2286,32,0.55,24.775826,121.0425242,114.91,0.014,5.05824,0.009000001,0,1
85108,2023-11-01 14:57:41.360,GPS,864137443,0,4,284279400,2286,32,0.55,24.775826,121.0425242,114.91,0.007,5.05824,-0.025,0,1
85202,2023-11-01 14:57:41.560,GPS,864337338,0,4,284279600,2286,32,0.55,24.775826,121.0425242,114.91,0.004,5.05824,-0.013,0,1
85294,2023-11-01 14:57:41.760,GPS,864537840,0,4,284279800,2286,32,0.55,24.775826,121.0425241,114.91,0.009000001,5.05824,-0.041,0,1
85387,2023-11-01 14:57:41.980,GPS,864757658,0,4,284280000,2286,32,0.55,24.775826,121.0425242,114.91,0.031,5.05824,-0.02,0,1
85479,2023-11-01 14:57:42.160,GPS,864937831,0,4,284280200,2286,32,0.55,24.775826,121.0425242,114.91,0.007,5.05824,-0.019,0,1
85570,2023-11-01 14:57:42.360,GPS,865137799,0,4,284280400,2286,32,0.55,24.775826,121.0425241,114.92,0.019,5.05824,0.019,0,1
85664,2023-11-01 14:57:42.561,GPS,865338293,0,4,284280600,2286,32,0.57,24.775826,121.0425241,114.92,0.022,5.05824,0.016,0,1
85756,2023-11-01 14:57:42.761,GPS,865538194,0,4,284280800,2286,32,0.57,24.7758261,121.0425241,114.92,0.021,5.05824,0.031,0,1
85849,2023-11-01 14:57:42.980,GPS,865757417,0,4,284281000,2286,32,0.57,24.7758261,121.0425241,114.92,0.004,5.05824,0.004,0,1
85942,2023-11-01 14:57:43.161,GPS,865938269,0,4,284281200,2286,32,0.57,24.7758261,121.0425241,114.93,0.009000001,5.05824,0.011,0,1
86036,2023-11-01 14:57:43.380,GPS,866157322,0,4,284281400,2286,32,0.57,24.7758261,121.042524,114.93,0.01,5.05824,0.046,0,1
86133,2023-11-01 14:57:43.580,GPS,866357334,0,4,284281600,2286,32,0.57,24.7758261,121.042524,114.93,0.004,5.05824,-0.026,0,1
86225,2023-11-01 14:57:43.780,GPS,866557405,0,4,284281800,2286,32,0.57,24.7758261,121.042524,114.95,0.014,5.05824,0.006,0,1
86316,2023-11-01 14:57:43.980,GPS,866757580,0,4,284282000,2286,32,0.57,24.7758262,121.042524,114.95,0.013,5.05824,-0.034,0,1
86411,2023-11-01 14:57:44.180,GPS,866957643,0,4,284282200,2286,32,0.57,24.7758262,121.0425239,114.95,0.022,5.05824,0.005,0,1
86501,2023-11-01 14:57:44.380,GPS,867157398,0,4,284282400,2286,32,0.57,24.7758262,121.0425239,114.95,0.011,5.05824,0.012,0,1
86595,2023-11-01 14:57:44.580,GPS,867357464,0,4,284282600,2286,32,0.57,24.7758262,121.0425239,114.95,0.007,5.05824,0.006,0,1
86684,2023-11-01 14:57:44.760,GPS,867537437,0,4,284282800,2286,32,0.57,24.7758262,121.0425239,114.96,0.01,5.05824,0.009000001,0,1
86778,2023-11-01 14:57:44.980,GPS,867757425,0,4,284283000,2286,32,0.57,24.7758262,121.0425238,114.97,0.017,5.05824,0.004,0,1
86872,2023-11-01 14:57:45.180,GPS,867957313,0,4,284283200,2286,32,0.57,24.7758262,121.0425238,114.98,0.016,5.05824,-0.072,0,1
86960,2023-11-01 14:57:45.360,GPS,868137420,0,4,284283400,2286,32,0.57,24.7758262,121.0425238,114.99,0.022,5.05824,-0.017,0,1
87054,2023-11-01 14:57:45.560,GPS,868337372,0,4,284283600,2286,32,0.57,24.7758263,121.0425238,115,0.034,5.05824,-0.048,0,1
87146,2023-11-01 14:57:45.760,GPS,868537371,0,4,284283800,2286,32,0.57,24.7758263,121.0425238,115.01,0.025,5.05824,-0.025,0,1
87239,2023-11-01 14:57:45.980,GPS,868757633,0,4,284284000,2286,32,0.57,24.7758262,121.0425238,115.02,0.01,5.05824,-0.013,0,1
87335,2023-11-01 14:57:46.180,GPS,868957648,0,4,284284200,2286,32,0.57,24.7758262,121.0425238,115.03,0.003,5.05824,-0.047,0,1
87425,2023-11-01 14:57:46.380,GPS,869157663,0,4,284284400,2286,32,0.57,24.7758263,121.0425237,115.04,0.017,5.05824,0.003,0,1
87521,2023-11-01 14:57:46.580,GPS,869357668,0,4,284284600,2286,32,0.57,24.7758263,121.0425237,115.04,0.009000001,5.05824,0.001,0,1
87613,2023-11-01 14:57:46.780,GPS,869557571,0,4,284284800,2286,32,0.57,24.7758263,121.0425237,115.05,0.024,5.05824,0.008,0,1
87703,2023-11-01 14:57:46.980,GPS,869757605,0,4,284285000,2286,32,0.57,24.7758263,121.0425237,115.05,0.016,5.05824,-0.046,0,1
87798,2023-11-01 14:57:47.180,GPS,869957724,0,4,284285200,2286,32,0.57,24.7758264,121.0425237,115.06,0.015,5.05824,0.021,0,1
87888,2023-11-01 14:57:47.380,GPS,870157846,0,4,284285400,2286,32,0.57,24.7758263,121.0425237,115.06,0.036,5.05824,0.024,0,1
87982,2023-11-01 14:57:47.580,GPS,870357849,0,4,284285600,2286,32,0.57,24.7758263,121.0425237,115.07,0.005,5.05824,-0.002,0,1
88072,2023-11-01 14:57:47.760,GPS,870537403,0,4,284285800,2286,32,0.57,24.7758263,121.0425237,115.08,0.01,5.05824,-0.008,0,1
88165,2023-11-01 14:57:47.980,GPS,870757373,0,4,284286000,2286,32,0.57,24.7758263,121.0425237,115.09,0.031,5.05824,-0.021,0,1
88263,2023-11-01 14:57:48.180,GPS,870957477,0,4,284286200,2286,32,0.57,24.7758263,121.0425236,115.09,0.015,5.05824,0.026,0,1
88351,2023-11-01 14:57:48.360,GPS,871137453,0,4,284286400,2286,32,0.57,24.7758263,121.0425236,115.1,0.003,5.05824,-0.003,0,1
88445,2023-11-01 14:57:48.560,GPS,871337419,0,4,284286600,2286,32,0.57,24.7758263,121.0425236,115.1,0.012,5.05824,-0.021,0,1
88539,2023-11-01 14:57:48.780,GPS,871557311,0,4,284286800,2286,32,0.57,24.7758263,121.0425235,115.11,0.026,5.05824,0.011,0,1
88629,2023-11-01 14:57:48.980,GPS,871757438,0,4,284287000,2286,32,0.57,24.7758263,121.0425235,115.11,0.007,5.05824,0.001,0,1
88725,2023-11-01 14:57:49.180,GPS,871957356,0,4,284287200,2286,32,0.57,24.7758263,121.0425234,115.11,0.005,5.05824,-0.01,0,1
88813,2023-11-01 14:57:49.360,GPS,872137820,0,4,284287400,2286,32,0.57,24.7758264,121.0425234,115.1,0.022,5.05824,-0.002,0,1
88907,2023-11-01 14:57:49.560,GPS,872337823,0,4,284287600,2286,32,0.57,24.7758264,121.0425234,115.11,0.007,5.05824,0.047,0,1
88999,2023-11-01 14:57:49.760,GPS,872537819,0,4,284287800,2286,32,0.57,24.7758264,121.0425234,115.11,0.006,5.05824,0.017,0,1
89091,2023-11-01 14:57:49.980,GPS,872757451,0,4,284288000,2286,32,0.57,24.7758264,121.0425234,115.11,0.021,5.05824,0,0,1
89184,2023-11-01 14:57:50.160,GPS,872937448,0,4,284288200,2286,32,0.57,24.7758264,121.0425234,115.12,0.04,5.05824,0.019,0,1
89275,2023-11-01 14:57:50.360,GPS,873137432,0,4,284288400,2286,32,0.57,24.7758264,121.0425234,115.12,0.025,5.05824,-0.033,0,1
89369,2023-11-01 14:57:50.560,GPS,873337843,0,4,284288600,2286,32,0.57,24.7758264,121.0425234,115.13,0.007,5.05824,-0.026,0,1
89461,2023-11-01 14:57:50.760,GPS,873537818,0,4,284288800,2286,32,0.57,24.7758265,121.0425233,115.14,0.026,5.05824,-0.005,0,1
89553,2023-11-01 14:57:50.980,GPS,873757396,0,4,284289000,2286,32,0.57,24.7758265,121.0425233,115.14,0.028,5.05824,-0.017,0,1
89646,2023-11-01 14:57:51.160,GPS,873937809,0,4,284289200,2286,32,0.57,24.7758264,121.0425233,115.14,0.028,5.05824,0.02,0,1
89737,2023-11-01 14:57:51.360,GPS,874137802,0,4,284289400,2286,32,0.57,24.7758264,121.0425233,115.13,0.002,5.05824,0.023,0,1
89833,2023-11-01 14:57:51.560,GPS,874337815,0,4,284289600,2286,32,0.57,24.7758264,121.0425233,115.13,0.01,5.05824,-0.002,0,1
89925,2023-11-01 14:57:51.760,GPS,874537811,0,4,284289800,2286,32,0.57,24.7758264,121.0425233,115.15,0.013,5.05824,-0.01,0,1
90017,2023-11-01 14:57:51.980,GPS,874757666,0,4,284290000,2286,32,0.57,24.7758264,121.0425232,115.15,0.012,5.05824,0,0,1
90109,2023-11-01 14:57:52.160,GPS,874937867,0,4,284290200,2286,32,0.57,24.7758264,121.0425232,115.15,0.015,5.05824,-0.009000001,0,1
90201,2023-11-01 14:57:52.360,GPS,875137813,0,4,284290400,2286,32,0.57,24.7758265,121.0425232,115.16,0.003,5.05824,0.017,0,1
90295,2023-11-01 14:57:52.560,GPS,875337837,0,4,284290600,2286,32,0.55,24.7758265,121.0425232,115.16,0.004,5.05824,-0.011,0,1
90387,2023-11-01 14:57:52.761,GPS,875538250,0,4,284290800,2286,32,0.55,24.7758265,121.0425231,115.16,0.017,5.05824,-0.014,0,1
90479,2023-11-01 14:57:52.980,GPS,875757386,0,4,284291000,2286,32,0.55,24.7758265,121.0425231,115.16,0.016,5.05824,-0.047,0,1
90572,2023-11-01 14:57:53.160,GPS,875937409,0,4,284291200,2286,32,0.55,24.7758265,121.0425231,115.18,0.015,5.05824,-0.008,0,1
90667,2023-11-01 14:57:53.380,GPS,876157580,0,4,284291400,2286,32,0.55,24.7758264,121.0425231,115.18,0.012,5.05824,-0.057,0,1
90760,2023-11-01 14:57:53.560,GPS,876337402,0,4,284291600,2286,32,0.55,24.7758264,121.0425231,115.18,0.009000001,5.05824,-0.049,0,1
90933,2023-11-01 15:00:13.360,GPS,1016137416,0,4,284431400,2286,32,0.55,24.7758314,121.0425171,117.6,0.016,5.05824,0.058,0,1
91042,2023-11-01 15:00:13.560,GPS,1016337432,0,4,284431600,2286,32,0.55,24.7758314,121.0425171,117.59,0.025,5.05824,0.002,0,1
91149,2023-11-01 15:00:13.760,GPS,1016537437,0,4,284431800,2286,32,0.55,24.7758314,121.0425171,117.59,0.017,5.05824,0.038,0,1
91261,2023-11-01 15:00:13.980,GPS,1016757605,0,4,284432000,2286,32,0.55,24.7758314,121.0425171,117.59,0.025,5.05824,0.026,0,1
91370,2023-11-01 15:00:14.160,GPS,1016937860,0,4,284432200,2286,32,0.55,24.7758313,121.0425171,117.6,0.024,5.05824,-0.031,0,1
91480,2023-11-01 15:00:14.360,GPS,1017137439,0,4,284432400,2286,32,0.55,24.7758314,121.0425171,117.6,0.009000001,5.05824,0.027,0,1
91589,2023-11-01 15:00:14.560,GPS,1017337379,0,4,284432600,2286,32,0.55,24.7758313,121.0425171,117.58,0.01,5.05824,0,0,1
91698,2023-11-01 15:00:14.760,GPS,1017537409,0,4,284432800,2286,32,0.55,24.7758314,121.0425171,117.59,0.005,5.05824,-0.028,0,1
91811,2023-11-01 15:00:14.980,GPS,1017757650,0,4,284433000,2286,32,0.55,24.7758313,121.0425171,117.6,0.002,5.05824,-0.007,0,1
91917,2023-11-01 15:00:15.160,GPS,1017937436,0,4,284433200,2286,32,0.55,24.7758314,121.0425171,117.6,0.014,5.05824,0.034,0,1
92026,2023-11-01 15:00:15.360,GPS,1018137443,0,4,284433400,2286,32,0.55,24.7758314,121.0425171,117.59,0.08400001,5.05824,-0.05,0,1
92136,2023-11-01 15:00:15.560,GPS,1018337436,0,4,284433600,2286,32,0.55,24.7758315,121.0425171,117.6,0.031,5.05824,-0.051,0,1
92246,2023-11-01 15:00:15.760,GPS,1018537453,0,4,284433800,2286,32,0.55,24.7758314,121.0425171,117.6,0.031,5.05824,-0.042,0,1
92359,2023-11-01 15:00:15.980,GPS,1018757593,0,4,284434000,2286,32,0.55,24.7758314,121.0425172,117.59,0.034,5.05824,-0.001,0,1
92465,2023-11-01 15:00:16.160,GPS,1018937458,0,4,284434200,2286,32,0.55,24.7758315,121.0425171,117.6,0.012,5.05824,0.013,0,1
92573,2023-11-01 15:00:16.360,GPS,1019137450,0,4,284434400,2286,32,0.55,24.7758314,121.0425172,117.6,0.023,5.05824,0.005,0,1
92683,2023-11-01 15:00:16.560,GPS,1019337444,0,4,284434600,2286,32,0.55,24.7758314,121.0425172,117.59,0.004,5.05824,-0.029,0,1
92792,2023-11-01 15:00:16.760,GPS,1019537815,0,4,284434800,2286,32,0.55,24.7758314,121.0425172,117.59,0.021,5.05824,0.049,0,1
92901,2023-11-01 15:00:16.960,GPS,1019737375,0,4,284435000,2286,32,0.55,24.7758314,121.0425172,117.58,0.019,5.05824,0.022,0,1
93013,2023-11-01 15:00:17.160,GPS,1019937840,0,4,284435200,2286,32,0.55,24.7758314,121.0425171,117.58,0.018,5.05824,0.01,0,1
93123,2023-11-01 15:00:17.360,GPS,1020137844,0,4,284435400,2286,32,0.55,24.7758314,121.0425171,117.58,0.02,5.05824,-0.039,0,1
93234,2023-11-01 15:00:17.560,GPS,1020337822,0,4,284435600,2286,32,0.55,24.7758314,121.0425171,117.59,0.017,5.05824,-0.002,0,1
93343,2023-11-01 15:00:17.760,GPS,1020537847,0,4,284435800,2286,32,0.55,24.7758314,121.0425171,117.59,0.015,5.05824,-0.004,0,1
93457,2023-11-01 15:00:17.980,GPS,1020757447,0,4,284436000,2286,32,0.55,24.7758314,121.0425171,117.59,0.02,5.05824,-0.033,0,1
93564,2023-11-01 15:00:18.160,GPS,1020937862,0,4,284436200,2286,32,0.55,24.7758314,121.0425171,117.62,0.046,5.05824,-0.297,0,1
93673,2023-11-01 15:00:18.360,GPS,1021137863,0,4,284436400,2286,32,0.55,24.7758312,121.0425172,117.7,0.139,178.6719,-0.513,0,1
93784,2023-11-01 15:00:18.560,GPS,1021337846,0,4,284436600,2286,32,0.55,24.7758309,121.0425172,117.82,0.147,165.614,-0.611,0,1
93891,2023-11-01 15:00:18.760,GPS,1021537867,0,4,284436800,2286,32,0.57,24.7758307,121.0425173,117.97,0.114,148.1895,-0.876,0,1
94000,2023-11-01 15:00:18.960,GPS,1021737848,0,4,284437000,2286,32,0.57,24.7758305,121.0425173,118.18,0.109,132.999,-1.125,0,1
94110,2023-11-01 15:00:19.160,GPS,1021937853,0,4,284437200,2286,32,0.57,24.7758303,121.0425172,118.42,0.109,132.999,-1.329,0,1
94217,2023-11-01 15:00:19.360,GPS,1022137850,0,4,284437400,2286,31,0.57,24.7758301,121.0425171,118.7,0.127,190.195,-1.538,0,1
94329,2023-11-01 15:00:19.560,GPS,1022337866,0,4,284437600,2286,32,0.57,24.77583,121.042517,119.01,0.068,163.2442,-1.607,0,1
94437,2023-11-01 15:00:19.760,GPS,1022537889,0,4,284437800,2286,32,0.57,24.77583,121.0425168,119.34,0.129,277.2154,-1.79,0,1
94545,2023-11-01 15:00:19.960,GPS,1022737823,0,4,284438000,2286,32,0.57,24.77583,121.0425166,119.71,0.071,221.312,-1.745,0,1
94657,2023-11-01 15:00:20.160,GPS,1022937957,0,4,284438200,2286,32,0.57,24.7758298,121.0425165,120.02,0.108,221.312,-1.635,0,1
94765,2023-11-01 15:00:20.361,GPS,1023138588,0,4,284438400,2286,32,0.57,24.7758298,121.0425164,120.37,0.038,221.312,-1.535,0,1
94877,2023-11-01 15:00:20.561,GPS,1023338622,0,4,284438600,2286,32,0.57,24.7758297,121.0425164,120.66,0.04,221.312,-1.362,0,1
94978,2023-11-01 15:00:20.761,GPS,1023538613,0,4,284438800,2286,32,0.57,24.7758298,121.0425163,120.92,0.086,221.312,-1.231,0,1
95070,2023-11-01 15:00:20.961,GPS,1023738589,0,4,284439000,2286,31,0.57,24.7758299,121.0425163,121.16,0.059,221.312,-1.072,0,1
95164,2023-11-01 15:00:21.161,GPS,1023938609,0,4,284439200,2286,32,0.55,24.77583,121.0425163,121.35,0.125,328.3204,-0.9490001,0,1
95254,2023-11-01 15:00:21.361,GPS,1024138592,0,4,284439400,2286,32,0.55,24.7758302,121.0425161,121.5,0.161,332.2064,-0.7820001,0,1
95348,2023-11-01 15:00:21.561,GPS,1024338703,0,4,284439600,2286,32,0.55,24.7758305,121.0425161,121.63,0.206,22.10027,-0.615,0,1
95441,2023-11-01 15:00:21.761,GPS,1024538592,0,4,284439800,2286,32,0.55,24.7758308,121.0425162,121.77,0.132,22.86383,-0.617,0,1
95535,2023-11-01 15:00:21.980,GPS,1024757479,0,4,284440000,2286,32,0.55,24.775831,121.0425163,121.9,0.09900001,3.34743,-0.582,0,1
95627,2023-11-01 15:00:22.161,GPS,1024938773,0,4,284440200,2286,32,0.54,24.7758311,121.0425164,121.98,0.093,3.34743,-0.381,0,1
95717,2023-11-01 15:00:22.360,GPS,1025137480,0,4,284440400,2286,32,0.54,24.7758313,121.0425165,122.04,0.072,3.34743,-0.295,0,1
95811,2023-11-01 15:00:22.560,GPS,1025337444,0,4,284440600,2286,32,0.55,24.7758313,121.0425165,122.09,0.051,3.34743,-0.161,0,1
95903,2023-11-01 15:00:22.760,GPS,1025537437,0,4,284440800,2286,32,0.55,24.7758314,121.0425166,122.1,0.06500001,3.34743,-0.09200001,0,1
95997,2023-11-01 15:00:22.980,GPS,1025757492,0,4,284441000,2286,32,0.55,24.7758314,121.0425167,122.12,0.08400001,3.34743,0.013,0,1
96089,2023-11-01 15:00:23.160,GPS,1025937479,0,4,284441200,2286,32,0.55,24.7758314,121.0425168,122.08,0.046,3.34743,0.127,0,1
96181,2023-11-01 15:00:23.360,GPS,1026137476,0,4,284441400,2286,32,0.55,24.7758314,121.0425169,122.06,0.049,3.34743,0.083,0,1
96275,2023-11-01 15:00:23.560,GPS,1026337462,0,4,284441600,2286,32,0.54,24.7758314,121.042517,122.04,0.033,3.34743,0.098,0,1
96370,2023-11-01 15:00:23.780,GPS,1026557608,0,4,284441800,2286,32,0.54,24.7758314,121.0425171,122.01,0.016,3.34743,0.024,0,1
96462,2023-11-01 15:00:23.980,GPS,1026757773,0,4,284442000,2286,32,0.54,24.7758313,121.0425171,122,0.055,3.34743,-0.013,0,1
96552,2023-11-01 15:00:24.160,GPS,1026937448,0,4,284442200,2286,32,0.54,24.7758312,121.0425172,121.99,0.113,150.168,0.09500001,0,1
96643,2023-11-01 15:00:24.360,GPS,1027137435,0,4,284442400,2286,32,0.54,24.775831,121.0425173,121.98,0.106,62.9755,0.036,0,1
96738,2023-11-01 15:00:24.560,GPS,1027337456,0,4,284442600,2286,32,0.55,24.7758307,121.0425174,121.95,0.135,173.549,0.085,0,1
96831,2023-11-01 15:00:24.760,GPS,1027537444,0,4,284442800,2286,32,0.55,24.7758305,121.0425175,121.92,0.111,161.9613,0.045,0,1
96926,2023-11-01 15:00:24.980,GPS,1027757779,0,4,284443000,2286,32,0.55,24.7758303,121.0425175,121.9,0.025,142.6823,0.013,0,1
97017,2023-11-01 15:00:25.160,GPS,1027937483,0,4,284443200,2286,32,0.55,24.7758303,121.0425175,121.89,0.006,142.6823,-0.03,0,1
97107,2023-11-01 15:00:25.360,GPS,1028137436,0,4,284443400,2286,32,0.55,24.7758303,121.0425175,121.87,0.051,142.6823,0.01,0,1
97200,2023-11-01 15:00:25.560,GPS,1028337445,0,4,284443600,2286,32,0.55,24.7758303,121.0425175,121.85,0.083,142.6823,-0.007,0,1
97293,2023-11-01 15:00:25.760,GPS,1028537440,0,4,284443800,2286,32,0.55,24.7758304,121.0425174,121.85,0.075,142.6823,-0.02,0,1
97387,2023-11-01 15:00:25.980,GPS,1028757700,0,4,284444000,2286,32,0.55,24.7758305,121.0425173,121.85,0.04,142.6823,-0.001,0,1
97478,2023-11-01 15:00:26.160,GPS,1028937460,0,4,284444200,2286,32,0.55,24.7758305,121.0425173,121.85,0.046,142.6823,-0.032,0,1
97569,2023-11-01 15:00:26.360,GPS,1029137456,0,4,284444400,2286,32,0.55,24.7758305,121.0425173,121.83,0.012,142.6823,-0.001,0,1
97662,2023-11-01 15:00:26.560,GPS,1029337439,0,4,284444600,2286,32,0.55,24.7758305,121.0425173,121.81,0.047,142.6823,0.01,0,1
97755,2023-11-01 15:00:26.760,GPS,1029537485,0,4,284444800,2286,32,0.55,24.7758305,121.0425174,121.79,0.015,142.6823,0.039,0,1
97849,2023-11-01 15:00:26.980,GPS,1029757341,0,4,284445000,2286,32,0.55,24.7758305,121.0425174,121.78,0.035,142.6823,0.011,0,1
97940,2023-11-01 15:00:27.160,GPS,1029937451,0,4,284445200,2286,32,0.55,24.7758305,121.0425175,121.76,0.033,142.6823,-0.001,0,1
98031,2023-11-01 15:00:27.361,GPS,1030138561,0,4,284445400,2286,32,0.55,24.7758306,121.0425175,121.76,0.058,142.6823,-0.002,0,1
98124,2023-11-01 15:00:27.561,GPS,1030338603,0,4,284445600,2286,32,0.55,24.7758306,121.0425176,121.74,0.06500001,142.6823,0.02,0,1
98217,2023-11-01 15:00:27.760,GPS,1030537463,0,4,284445800,2286,32,0.55,24.7758307,121.0425177,121.73,0.068,142.6823,-0.024,0,1
98312,2023-11-01 15:00:27.980,GPS,1030757448,0,4,284446000,2286,32,0.55,24.7758308,121.0425177,121.72,0.06500001,142.6823,0.001,0,1
98408,2023-11-01 15:00:28.180,GPS,1030957711,0,4,284446200,2286,32,0.55,24.7758309,121.0425177,121.71,0.111,142.6823,0.031,0,1
98496,2023-11-01 15:00:28.360,GPS,1031137440,0,4,284446400,2286,32,0.55,24.7758311,121.0425177,121.69,0.124,342.8559,-0.05,0,1
98589,2023-11-01 15:00:28.560,GPS,1031337468,0,4,284446600,2286,32,0.55,24.7758313,121.0425176,121.69,0.158,332.0074,0.017,0,1
98681,2023-11-01 15:00:28.760,GPS,1031537460,0,4,284446800,2286,32,0.55,24.7758315,121.0425175,121.67,0.148,323.9506,-0.063,0,1
98776,2023-11-01 15:00:28.980,GPS,1031757782,0,4,284447000,2286,32,0.55,24.7758316,121.0425174,121.67,0.09500001,345.0775,-0.037,0,1
98868,2023-11-01 15:00:29.160,GPS,1031937462,0,4,284447200,2286,32,0.55,24.7758317,121.0425172,121.67,0.07300001,345.0775,-0.003,0,1
