unknown,-1,0,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
42807,2023-11-01 14:56:11.780,GPS,774557564,0,4,284189800,2286,31,0.57,24.775847,121.0425241,117.84,0.148,247.9936,-0.625,0,1
42915,2023-11-01 14:56:11.980,GPS,774757699,0,4,284190000,2286,31,0.57,24.7758469,121.0425239,118,0.075,158.8764,-0.9160001,0,1
43023,2023-11-01 14:56:12.180,GPS,774957684,0,4,284190200,2286,31,0.58,24.775847,121.0425238,118.2,0.106,158.8764,-1.031,0,1
43133,2023-11-01 14:56:12.380,GPS,775157588,0,4,284190400,2286,31,0.58,24.7758471,121.0425236,118.45,0.063,158.8764,-1.317,0,1
43240,2023-11-01 14:56:12.580,GPS,775357589,0,4,284190600,2286,31,0.58,24.7758471,121.0425234,118.75,0.102,158.8764,-1.574,0,1
43347,2023-11-01 14:56:12.780,GPS,775557433,0,4,284190800,2286,31,0.58,24.7758471,121.0425233,119.08,0.066,158.8764,-1.687,0,1
43455,2023-11-01 14:56:12.980,GPS,775757456,0,4,284191000,2286,31,0.58,24.775847,121.0425232,119.42,0.104,158.8764,-1.816,0,1
43567,2023-11-01 14:56:13.180,GPS,775957562,0,4,284191200,2286,31,0.56,24.7758468,121.0425233,119.78,0.109,158.8764,-1.81,0,1
43676,2023-11-01 14:56:13.380,GPS,776157450,0,4,284191400,2286,31,0.56,24.7758466,121.0425234,120.14,0.179,136.2416,-1.748,0,1
43790,2023-11-01 14:56:13.580,GPS,776357472,0,4,284191600,2286,32,0.55,24.7758464,121.0425237,120.48,0.148,132.5602,-1.614,0,1
43900,2023-11-01 14:56:13.780,GPS,776557464,0,4,284191800,2286,32,0.55,24.7758462,121.0425239,120.77,0.155,135.4723,-1.391,0,1
43997,2023-11-01 14:56:13.980,GPS,776757443,0,4,284192000,2286,32,0.55,24.775846,121.0425242,121.06,0.187,123.8837,-1.306,0,1
44090,2023-11-01 14:56:14.180,GPS,776957465,0,4,284192200,2286,32,0.54,24.7758458,121.0425245,121.28,0.124,119.07,-1.14,0,1
44183,2023-11-01 14:56:14.380,GPS,777157390,0,4,284192400,2286,32,0.54,24.7758457,121.0425247,121.49,0.108,125.7988,-1.024,0,1
44275,2023-11-01 14:56:14.580,GPS,777357488,0,4,284192600,2286,32,0.55,24.7758457,121.0425249,121.68,0.107,75.7951,-0.9450001,0,1
44370,2023-11-01 14:56:14.780,GPS,777557417,0,4,284192800,2286,32,0.55,24.7758457,121.042525,121.9,0.022,102.4572,-0.89,0,1
44462,2023-11-01 14:56:14.980,GPS,777757443,0,4,284193000,2286,30,0.56,24.7758458,121.0425249,122.07,0.03,102.4572,-0.7960001,0,1
44554,2023-11-01 14:56:15.180,GPS,777957413,0,4,284193200,2286,31,0.56,24.7758459,121.0425249,122.23,0.056,102.4572,-0.659,0,1
44645,2023-11-01 14:56:15.360,GPS,778137461,0,4,284193400,2286,31,0.56,24.7758459,121.0425248,122.33,0.115,282.7016,-0.497,0,1
44739,2023-11-01 14:56:15.580,GPS,778357417,0,4,284193600,2286,31,0.56,24.775846,121.0425247,122.44,0.06500001,5.2477,-0.391,0,1
44830,2023-11-01 14:56:15.760,GPS,778537432,0,4,284193800,2286,31,0.56,24.7758461,121.0425246,122.52,0.048,5.2477,-0.289,0,1
44923,2023-11-01 14:56:15.980,GPS,778757436,0,4,284194000,2286,31,0.56,24.7758462,121.0425246,122.56,0.071,5.2477,-0.154,0,1
45017,2023-11-01 14:56:16.180,GPS,778957478,0,4,284194200,2286,31,0.55,24.7758463,121.0425245,122.58,0.062,5.2477,0.058,0,1
45107,2023-11-01 14:56:16.361,GPS,779138620,0,4,284194400,2286,31,0.55,24.7758464,121.0425245,122.55,0.05,5.2477,0.11,0,1
45201,2023-11-01 14:56:16.561,GPS,779338594,0,4,284194600,2286,32,0.54,24.7758464,121.0425244,122.52,0.058,5.2477,0.238,0,1
45299,2023-11-01 14:56:16.780,GPS,779557368,0,4,284194800,2286,32,0.54,24.7758463,121.0425243,122.49,0.164,217.4463,0.114,0,1
45391,2023-11-01 14:56:16.980,GPS,779757467,0,4,284195000,2286,32,0.54,24.7758458,121.042524,122.46,0.439,213.021,0.035,0,1
45485,2023-11-01 14:56:17.161,GPS,779938623,0,4,284195200,2286,32,0.54,24.7758448,121.0425234,122.45,0.8930001,208.312,0.082,0,1
45581,2023-11-01 14:56:17.380,GPS,780157432,0,4,284195400,2286,32,0.54,24.7758431,121.0425224,122.44,1.302,208.9075,0.013,0,1
45673,2023-11-01 14:56:17.561,GPS,780338609,0,4,284195600,2286,31,0.55,24.7758409,121.0425211,122.43,1.475,208.8392,0.112,0,1
45768,2023-11-01 14:56:17.761,GPS,780538616,0,4,284195800,2286,31,0.55,24.7758385,121.0425197,122.43,1.488,208.9598,0.09,0,1
45864,2023-11-01 14:56:17.980,GPS,780757453,0,4,284196000,2286,31,0.55,24.7758362,121.0425183,122.42,1.488,207.3631,0.087,0,1
45961,2023-11-01 14:56:18.180,GPS,780957523,0,4,284196200,2286,31,0.55,24.775834,121.042517,122.42,1.261,208.4581,0.057,0,1
46054,2023-11-01 14:56:18.361,GPS,781138627,0,4,284196400,2286,31,0.56,24.7758321,121.0425159,122.38,1.109,210.181,0.09900001,0,1
46147,2023-11-01 14:56:18.561,GPS,781338793,0,4,284196600,2286,31,0.57,24.7758305,121.0425149,122.35,0.942,208.1877,0.125,0,1
46242,2023-11-01 14:56:18.761,GPS,781538594,0,4,284196800,2286,30,0.57,24.7758293,121.0425142,122.33,0.6350001,207.7227,0.123,0,1
46338,2023-11-01 14:56:18.980,GPS,781757470,0,4,284197000,2286,31,0.57,24.7758284,121.0425137,122.32,0.471,212.3896,0.041,0,1
46434,2023-11-01 14:56:19.180,GPS,781957476,0,4,284197200,2286,31,0.57,24.7758278,121.0425133,122.31,0.351,202.5517,0.041,0,1
46528,2023-11-01 14:56:19.380,GPS,782157460,0,4,284197400,2286,31,0.55,24.7758273,121.0425131,122.32,0.228,195.7272,0.02,0,1
46622,2023-11-01 14:56:19.580,GPS,782357452,0,4,284197600,2286,31,0.55,24.775827,121.0425131,122.34,0.107,204.088,-0.06,0,1
46718,2023-11-01 14:56:19.780,GPS,782557451,0,4,284197800,2286,31,0.55,24.7758269,121.0425131,122.35,0.026,204.088,-0.038,0,1
46812,2023-11-01 14:56:19.980,GPS,782757480,0,4,284198000,2286,31,0.55,24.775827,121.042513,122.38,0.082,204.088,-0.131,0,1
46908,2023-11-01 14:56:20.180,GPS,782957483,0,4,284198200,2286,31,0.55,24.7758271,121.0425131,122.4,0.048,204.088,-0.094,0,1
47002,2023-11-01 14:56:20.380,GPS,783157417,0,4,284198400,2286,31,0.55,24.7758272,121.0425132,122.42,0.087,204.088,-0.08000001,0,1
47096,2023-11-01 14:56:20.580,GPS,783357686,0,4,284198600,2286,31,0.55,24.7758272,121.0425134,122.46,0.137,86.26142,-0.12,0,1
47190,2023-11-01 14:56:20.780,GPS,783557743,0,4,284198800,2286,31,0.55,24.7758273,121.0425137,122.49,0.143,82.72621,-0.115,0,1
47284,2023-11-01 14:56:20.980,GPS,783757750,0,4,284199000,2286,31,0.57,24.7758273,121.042514,122.52,0.126,77.47074,-0.126,0,1
47378,2023-11-01 14:56:21.180,GPS,783957785,0,4,284199200,2286,31,0.57,24.7758274,121.0425142,122.53,0.09,102.5103,-0.031,0,1
47473,2023-11-01 14:56:21.380,GPS,784157743,0,4,284199400,2286,31,0.56,24.7758275,121.0425144,122.54,0.08400001,102.5103,-0.041,0,1
47567,2023-11-01 14:56:21.580,GPS,784357747,0,4,284199600,2286,31,0.56,24.7758275,121.0425145,122.55,0.06900001,102.5103,-0.041,0,1
47661,2023-11-01 14:56:21.780,GPS,784557738,0,4,284199800,2286,31,0.56,24.7758274,121.0425146,122.55,0.122,148.7332,-0.024,0,1
47754,2023-11-01 14:56:21.980,GPS,784757810,0,4,284200000,2286,32,0.54,24.7758272,121.0425147,122.55,0.149,168.0826,-0.045,0,1
47851,2023-11-01 14:56:22.180,GPS,784957718,0,4,284200200,2286,32,0.54,24.7758269,121.0425148,122.56,0.17,178.7354,0.013,0,1
47945,2023-11-01 14:56:22.380,GPS,785157773,0,4,284200400,2286,32,0.54,24.7758265,121.0425148,122.56,0.202,185.9023,0.026,0,1
48039,2023-11-01 14:56:22.580,GPS,785357769,0,4,284200600,2286,32,0.54,24.7758261,121.0425147,122.55,0.259,202.6553,0.038,0,1
48133,2023-11-01 14:56:22.780,GPS,785557768,0,4,284200800,2286,32,0.54,24.7758257,121.0425144,122.54,0.324,215.9933,0.074,0,1
48226,2023-11-01 14:56:22.980,GPS,785757753,0,4,284201000,2286,32,0.54,24.7758251,121.042514,122.52,0.397,214.0967,0.013,0,1
48325,2023-11-01 14:56:23.180,GPS,785957914,0,4,284201200,2286,32,0.54,24.7758245,121.0425135,122.53,0.514,219.4816,0.029,0,1
48419,2023-11-01 14:56:23.380,GPS,786157785,0,4,284201400,2286,32,0.54,24.7758238,121.0425129,122.53,0.483,214.1555,0.012,0,1
48513,2023-11-01 14:56:23.580,GPS,786357704,0,4,284201600,2286,32,0.54,24.775823,121.0425123,122.54,0.544,213.998,0.008,0,1
48607,2023-11-01 14:56:23.780,GPS,786557723,0,4,284201800,2286,32,0.54,24.7758223,121.0425116,122.53,0.603,229.4991,0.021,0,1
48700,2023-11-01 14:56:23.980,GPS,786757749,0,4,284202000,2286,32,0.55,24.7758215,121.0425107,122.54,0.6530001,223.9903,-0.01,0,1
48796,2023-11-01 14:56:24.180,GPS,786957769,0,4,284202200,2286,32,0.55,24.7758207,121.0425099,122.56,0.5840001,219.4729,-0.053,0,1
48891,2023-11-01 14:56:24.380,GPS,787157730,0,4,284202400,2286,32,0.55,24.7758199,121.0425091,122.57,0.6070001,224.0113,-0.043,0,1
48982,2023-11-01 14:56:24.561,GPS,787338606,0,4,284202600,2286,31,0.55,24.7758193,121.0425083,122.59,0.469,236.7156,-0.04,0,1
49076,2023-11-01 14:56:24.761,GPS,787538653,0,4,284202800,2286,32,0.54,24.7758189,121.0425076,122.58,0.396,251.0925,0.011,0,1
49174,2023-11-01 14:56:24.980,GPS,787757751,0,4,284203000,2286,32,0.54,24.7758189,121.0425069,122.58,0.39,281.4829,0.006,0,1
49271,2023-11-01 14:56:25.180,GPS,787957729,0,4,284203200,2286,32,0.54,24.7758193,121.0425062,122.62,0.439,313.7974,-0.083,0,1
49365,2023-11-01 14:56:25.380,GPS,788157704,0,4,284203400,2286,32,0.54,24.7758201,121.0425055,122.64,0.694,331.0602,-0.053,0,1
49458,2023-11-01 14:56:25.580,GPS,788357802,0,4,284203600,2286,32,0.54,24.7758215,121.0425049,122.65,1.027,344.9332,-0.072,0,1
49552,2023-11-01 14:56:25.780,GPS,788557689,0,4,284203800,2286,32,0.54,24.7758236,121.0425045,122.66,1.301,350.8482,-0.038,0,1
49645,2023-11-01 14:56:25.980,GPS,788757750,0,4,284204000,2286,32,0.54,24.7758261,121.042504,122.68,1.455,349.8991,-0.055,0,1
49740,2023-11-01 14:56:26.180,GPS,788957701,0,4,284204200,2286,32,0.54,24.7758287,121.0425036,122.69,1.491,353.4684,0.006,0,1
49835,2023-11-01 14:56:26.380,GPS,789157768,0,4,284204400,2286,32,0.54,24.7758314,121.0425035,122.66,1.506,359.3816,0.098,0,1
49929,2023-11-01 14:56:26.580,GPS,789357711,0,4,284204600,2286,32,0.54,24.775834,121.0425035,122.65,1.335,1.60207,0.093,0,1
50023,2023-11-01 14:56:26.780,GPS,789557689,0,4,284204800,2286,32,0.54,24.7758362,121.0425036,122.64,1.137,1.61424,0.05,0,1
50116,2023-11-01 14:56:26.980,GPS,789757744,0,4,284205000,2286,32,0.54,24.7758381,121.0425038,122.62,0.9680001,8.59791,0.12,0,1
50211,2023-11-01 14:56:27.180,GPS,789957817,0,4,284205200,2286,32,0.54,24.7758397,121.0425042,122.59,0.839,17.40606,0.136,0,1
50307,2023-11-01 14:56:27.380,GPS,790157411,0,4,284205400,2286,32,0.54,24.775841,121.0425046,122.58,0.705,13.42857,0.098,0,1
50398,2023-11-01 14:56:27.560,GPS,790337477,0,4,284205600,2286,32,0.54,24.7758422,121.0425049,122.57,0.655,13.25222,0.09,0,1
50495,2023-11-01 14:56:27.780,GPS,790557456,0,4,284205800,2286,32,0.55,24.7758434,121.0425052,122.54,0.605,11.51148,0.06900001,0,1
50588,2023-11-01 14:56:27.980,GPS,790757456,0,4,284206000,2286,32,0.55,24.7758444,121.0425054,122.52,0.5560001,3.44113,0.089,0,1
50686,2023-11-01 14:56:28.180,GPS,790957569,0,4,284206200,2286,32,0.55,24.7758454,121.0425055,122.51,0.532,8.09483,0.041,0,1
50782,2023-11-01 14:56:28.380,GPS,791157356,0,4,284206400,2286,32,0.55,24.7758463,121.0425056,122.49,0.496,355.7267,0.055,0,1
50875,2023-11-01 14:56:28.580,GPS,791357379,0,4,284206600,2286,32,0.55,24.7758472,121.0425055,122.46,0.5470001,353.8263,0.061,0,1
50969,2023-11-01 14:56:28.780,GPS,791557468,0,4,284206800,2286,32,0.55,24.7758482,121.0425053,122.45,0.591,348.9664,0.107,0,1
51062,2023-11-01 14:56:28.980,GPS,791757502,0,4,284207000,2286,32,0.55,24.7758493,121.0425052,122.44,0.612,355.6205,0.09200001,0,1
51158,2023-11-01 14:56:29.180,GPS,791957503,0,4,284207200,2286,32,0.55,24.7758504,121.042505,122.42,0.573,348.6998,0.07,0,1
51253,2023-11-01 14:56:29.380,GPS,792157461,0,4,284207400,2286,32,0.55,24.7758513,121.0425048,122.42,0.517,342.2412,0.035,0,1
51347,2023-11-01 14:56:29.580,GPS,792357654,0,4,284207600,2286,32,0.55,24.7758522,121.0425045,122.39,0.555,347.8567,0.02,0,1
51441,2023-11-01 14:56:29.780,GPS,792557455,0,4,284207800,2286,32,0.55,24.7758531,121.0425043,122.38,0.469,337.0371,0.017,0,1
51537,2023-11-01 14:56:30.000,GPS,792777349,0,4,284208000,2286,32,0.54,24.775854,121.042504,122.39,0.558,343.8397,-0.08800001,0,1
51630,2023-11-01 14:56:30.180,GPS,792957461,0,4,284208200,2286,32,0.54,24.775855,121.0425036,122.41,0.612,340.2598,-0.089,0,1
51725,2023-11-01 14:56:30.380,GPS,793157472,0,4,284208400,2286,31,0.55,24.775856,121.0425033,122.39,0.595,336.2528,-0.001,0,1
51820,2023-11-01 14:56:30.580,GPS,793357410,0,4,284208600,2286,32,0.55,24.7758569,121.0425028,122.41,0.567,333.1574,-0.04,0,1
51914,2023-11-01 14:56:30.780,GPS,793557480,0,4,284208800,2286,32,0.54,24.7758578,121.0425023,122.41,0.592,334.5644,-0.009000001,0,1
52007,2023-11-01 14:56:30.980,GPS,793757467,0,4,284209000,2286,32,0.54,24.7758588,121.0425019,122.39,0.598,335.5202,-0.012,0,1
52102,2023-11-01 14:56:31.180,GPS,793957478,0,4,284209200,2286,32,0.54,24.7758596,121.0425014,122.37,0.489,328.6121,0.041,0,1
52196,2023-11-01 14:56:31.380,GPS,794157447,0,4,284209400,2286,32,0.55,24.7758603,121.0425011,122.33,0.452,339.7728,0.112,0,1
52291,2023-11-01 14:56:31.580,GPS,794357492,0,4,284209600,2286,32,0.55,24.7758611,121.0425008,122.31,0.414,342.852,0.108,0,1
52385,2023-11-01 14:56:31.780,GPS,794557447,0,4,284209800,2286,32,0.55,24.7758617,121.0425008,122.28,0.359,1.90978,0.089,0,1
52478,2023-11-01 14:56:31.980,GPS,794757457,0,4,284210000,2286,32,0.55,24.7758623,121.0425009,122.26,0.361,8.21451,0.07600001,0,1
52574,2023-11-01 14:56:32.180,GPS,794957771,0,4,284210200,2286,32,0.55,24.7758629,121.0425011,122.24,0.346,22.88145,0.009000001,0,1
52669,2023-11-01 14:56:32.380,GPS,795157782,0,4,284210400,2286,32,0.55,24.7758635,121.0425014,122.22,0.323,28.07961,-0.021,0,1
52764,2023-11-01 14:56:32.580,GPS,795357766,0,4,284210600,2286,32,0.54,24.7758639,121.0425018,122.21,0.327,31.09126,-0.016,0,1
52858,2023-11-01 14:56:32.780,GPS,795557780,0,4,284210800,2286,32,0.54,24.7758644,121.0425022,122.2,0.325,27.8202,-0.009000001,0,1
52951,2023-11-01 14:56:32.980,GPS,795757782,0,4,284211000,2286,32,0.54,24.7758649,121.0425025,122.19,0.306,31.52977,-0.06,0,1
53048,2023-11-01 14:56:33.180,GPS,795957822,0,4,284211200,2286,32,0.54,24.7758653,121.0425028,122.18,0.274,26.31326,-0.034,0,1
53142,2023-11-01 14:56:33.380,GPS,796157751,0,4,284211400,2286,32,0.54,24.7758657,121.0425031,122.18,0.227,23.55512,-0.048,0,1
53238,2023-11-01 14:56:33.580,GPS,796357440,0,4,284211600,2286,32,0.54,24.775866,121.0425032,122.18,0.157,8.10051,-0.071,0,1
53332,2023-11-01 14:56:33.780,GPS,796557455,0,4,284211800,2286,32,0.54,24.7758662,121.0425032,122.18,0.147,343.0334,-0.06500001,0,1
53425,2023-11-01 14:56:33.980,GPS,796757447,0,4,284212000,2286,32,0.54,24.7758665,121.0425031,122.19,0.198,325.6335,-0.1,0,1
53521,2023-11-01 14:56:34.180,GPS,796957484,0,4,284212200,2286,32,0.54,24.7758667,121.0425029,122.19,0.218,318.8244,-0.094,0,1
53615,2023-11-01 14:56:34.380,GPS,797157488,0,4,284212400,2286,32,0.54,24.7758671,121.0425027,122.19,0.283,327.754,-0.036,0,1
53709,2023-11-01 14:56:34.580,GPS,797357466,0,4,284212600,2286,32,0.54,24.7758675,121.0425024,122.19,0.301,327.4355,-0.06500001,0,1
53804,2023-11-01 14:56:34.780,GPS,797557606,0,4,284212800,2286,32,0.54,24.775868,121.0425021,122.19,0.322,332.7631,-0.02,0,1
53897,2023-11-01 14:56:34.980,GPS,797757737,0,4,284213000,2286,32,0.54,24.7758684,121.042502,122.18,0.247,338.0416,-0.033,0,1
53995,2023-11-01 14:56:35.180,GPS,797957750,0,4,284213200,2286,32,0.54,24.7758688,121.0425019,122.18,0.221,344.4585,-0.012,0,1
54089,2023-11-01 14:56:35.380,GPS,798157734,0,4,284213400,2286,32,0.54,24.7758691,121.0425018,122.17,0.172,358.4338,0.027,0,1
54182,2023-11-01 14:56:35.580,GPS,798357733,0,4,284213600,2286,32,0.54,24.7758694,121.0425019,122.15,0.156,13.29193,-0.015,0,1
54277,2023-11-01 14:56:35.780,GPS,798557830,0,4,284213800,2286,32,0.54,24.7758696,121.0425021,122.16,0.149,42.10207,-0.053,0,1
54372,2023-11-01 14:56:36.000,GPS,798777447,0,4,284214000,2286,32,0.54,24.7758698,121.0425024,122.16,0.181,43.67307,-0.018,0,1
54465,2023-11-01 14:56:36.180,GPS,798957770,0,4,284214200,2286,32,0.54,24.7758701,121.0425026,122.16,0.227,24.93145,-0.039,0,1
54560,2023-11-01 14:56:36.380,GPS,799157764,0,4,284214400,2286,32,0.54,24.7758705,121.0425028,122.15,0.297,12.89286,0.029,0,1
54654,2023-11-01 14:56:36.580,GPS,799357689,0,4,284214600,2286,32,0.54,24.7758711,121.042503,122.13,0.423,2.42432,0.042,0,1
54749,2023-11-01 14:56:36.780,GPS,799557748,0,4,284214800,2286,32,0.54,24.775872,121.0425031,122.12,0.564,1.86886,0.017,0,1
54842,2023-11-01 14:56:36.980,GPS,799757743,0,4,284215000,2286,32,0.54,24.7758731,121.0425031,122.1,0.664,1.23259,0.106,0,1
54936,2023-11-01 14:56:37.180,GPS,799957747,0,4,284215200,2286,32,0.54,24.7758743,121.0425032,122.08,0.693,0.98145,0.04,0,1
55030,2023-11-01 14:56:37.380,GPS,800157770,0,4,284215400,2286,32,0.54,24.7758755,121.0425033,122.04,0.6440001,3.98803,0.057,0,1
55124,2023-11-01 14:56:37.580,GPS,800357723,0,4,284215600,2286,32,0.54,24.7758766,121.0425035,122,0.64,3.30898,0.08000001,0,1
55219,2023-11-01 14:56:37.780,GPS,800557736,0,4,284215800,2286,32,0.54,24.7758777,121.0425036,121.98,0.6440001,7.10113,0.097,0,1
55312,2023-11-01 14:56:37.980,GPS,800757715,0,4,284216000,2286,32,0.54,24.7758788,121.0425039,121.96,0.671,9.5379,0.018,0,1
55410,2023-11-01 14:56:38.180,GPS,800957890,0,4,284216200,2286,32,0.54,24.77588,121.0425042,121.93,0.654,10.37601,-0.024,0,1
55504,2023-11-01 14:56:38.380,GPS,801157657,0,4,284216400,2286,32,0.54,24.7758811,121.0425044,121.92,0.633,9.60126,-0.05,0,1
55599,2023-11-01 14:56:38.580,GPS,801357720,0,4,284216600,2286,32,0.54,24.7758822,121.0425047,121.92,0.668,7.99503,-0.046,0,1
55693,2023-11-01 14:56:38.780,GPS,801557732,0,4,284216800,2286,32,0.54,24.7758834,121.0425049,121.91,0.738,8.45821,-0.059,0,1
55787,2023-11-01 14:56:38.980,GPS,801757732,0,4,284217000,2286,32,0.54,24.7758847,121.0425052,121.89,0.762,6.33509,-0.027,0,1
55882,2023-11-01 14:56:39.180,GPS,801957710,0,4,284217200,2286,32,0.54,24.7758861,121.0425053,121.9,0.809,359.3545,-0.07,0,1
55976,2023-11-01 14:56:39.380,GPS,802157671,0,4,284217400,2286,32,0.54,24.7758876,121.0425053,121.9,0.8470001,356.2965,-0.016,0,1
56071,2023-11-01 14:56:39.580,GPS,802357691,0,4,284217600,2286,32,0.54,24.7758891,121.0425051,121.9,0.878,351.6887,-0.102,0,1
56165,2023-11-01 14:56:39.780,GPS,802557738,0,4,284217800,2286,32,0.54,24.7758906,121.042505,121.93,0.8430001,356.1594,-0.089,0,1
56259,2023-11-01 14:56:39.980,GPS,802757822,0,4,284218000,2286,32,0.54,24.7758921,121.0425049,121.94,0.845,357.1435,-0.083,0,1
56357,2023-11-01 14:56:40.180,GPS,802957737,0,4,284218200,2286,32,0.54,24.7758936,121.0425048,121.95,0.841,356.9854,-0.053,0,1
56451,2023-11-01 14:56:40.380,GPS,803157734,0,4,284218400,2286,32,0.54,24.7758951,121.0425049,121.95,0.836,2.20468,-0.019,0,1
56545,2023-11-01 14:56:40.580,GPS,803357759,0,4,284218600,2286,32,0.54,24.7758966,121.042505,121.93,0.8610001,4.32728,-0.004,0,1
56639,2023-11-01 14:56:40.780,GPS,803557760,0,4,284218800,2286,32,0.54,24.7758982,121.0425052,121.92,0.851,6.0423,0.027,0,1
56732,2023-11-01 14:56:40.980,GPS,803757724,0,4,284219000,2286,32,0.54,24.7758997,121.0425054,121.9,0.919,6.6795,0.041,0,1
56828,2023-11-01 14:56:41.180,GPS,803957758,0,4,284219200,2286,32,0.54,24.7759013,121.0425057,121.88,0.8470001,7.51221,0.043,0,1
56923,2023-11-01 14:56:41.380,GPS,804157687,0,4,284219400,2286,32,0.54,24.7759028,121.042506,121.87,0.8330001,10.87778,-0.01,0,1
57019,2023-11-01 14:56:41.580,GPS,804357642,0,4,284219600,2286,32,0.54,24.7759043,121.0425062,121.85,0.89,5.80755,0.06900001,0,1
57113,2023-11-01 14:56:41.780,GPS,804557773,0,4,284219800,2286,32,0.54,24.7759059,121.0425064,121.85,0.878,2.19471,-0.026,0,1
57207,2023-11-01 14:56:41.980,GPS,804757748,0,4,284220000,2286,32,0.54,24.7759075,121.0425065,121.83,0.9480001,359.6085,0.007,0,1
57302,2023-11-01 14:56:42.180,GPS,804957798,0,4,284220200,2286,32,0.54,24.7759091,121.0425065,121.8,0.9440001,358.4377,0.026,0,1
57396,2023-11-01 14:56:42.380,GPS,805157625,0,4,284220400,2286,32,0.54,24.7759107,121.0425065,121.79,0.8710001,357.7149,-0.013,0,1
57491,2023-11-01 14:56:42.580,GPS,805357342,0,4,284220600,2286,32,0.54,24.7759123,121.0425063,121.8,0.872,353.7565,-0.08400001,0,1
57585,2023-11-01 14:56:42.780,GPS,805557374,0,4,284220800,2286,32,0.54,24.7759138,121.0425062,121.79,0.816,355.1515,-0.031,0,1
57678,2023-11-01 14:56:42.980,GPS,805757472,0,4,284221000,2286,32,0.54,24.7759152,121.0425062,121.77,0.784,357.6477,-0.06,0,1
57777,2023-11-01 14:56:43.180,GPS,805957568,0,4,284221200,2286,32,0.54,24.7759165,121.0425062,121.76,0.748,358.9773,-0.029,0,1
57869,2023-11-01 14:56:43.380,GPS,806157486,0,4,284221400,2286,32,0.54,24.7759178,121.0425062,121.73,0.687,359.4474,-0.006,0,1
57965,2023-11-01 14:56:43.580,GPS,806357468,0,4,284221600,2286,32,0.54,24.7759189,121.0425062,121.72,0.664,355.3562,0.026,0,1
58058,2023-11-01 14:56:43.780,GPS,806557457,0,4,284221800,2286,32,0.54,24.7759201,121.0425061,121.69,0.716,351.9058,0.037,0,1
58152,2023-11-01 14:56:43.980,GPS,806757482,0,4,284222000,2286,32,0.55,24.7759214,121.042506,121.65,0.693,352.353,0.154,0,1
58249,2023-11-01 14:56:44.180,GPS,806957485,0,4,284222200,2286,32,0.55,24.7759225,121.0425058,121.61,0.694,350.222,0.078,0,1
58342,2023-11-01 14:56:44.380,GPS,807157611,0,4,284222400,2286,32,0.55,24.7759237,121.0425056,121.58,0.645,351.1052,0.047,0,1
58435,2023-11-01 14:56:44.561,GPS,807338580,0,4,284222600,2286,32,0.55,24.7759248,121.0425056,121.54,0.612,4.16828,-0.036,0,1
58531,2023-11-01 14:56:44.780,GPS,807557352,0,4,284222800,2286,32,0.55,24.7759259,121.0425057,121.55,0.668,359.9156,-0.059,0,1
58624,2023-11-01 14:56:44.980,GPS,807757471,0,4,284223000,2286,32,0.55,24.775927,121.0425058,121.53,0.655,5.81891,-0.014,0,1
58720,2023-11-01 14:56:45.180,GPS,807957443,0,4,284223200,2286,32,0.55,24.7759281,121.042506,121.5,0.632,3.39471,-0.004,0,1
58816,2023-11-01 14:56:45.380,GPS,808157479,0,4,284223400,2286,32,0.55,24.7759292,121.0425061,121.48,0.626,4.87358,0.014,0,1
58911,2023-11-01 14:56:45.580,GPS,808357456,0,4,284223600,2286,32,0.55,24.7759303,121.0425062,121.46,0.636,4.90138,0.051,0,1
59005,2023-11-01 14:56:45.780,GPS,808557449,0,4,284223800,2286,32,0.55,24.7759315,121.0425064,121.45,0.682,7.30124,0.038,0,1
59098,2023-11-01 14:56:45.980,GPS,808757455,0,4,284224000,2286,32,0.55,24.7759327,121.0425066,121.43,0.691,4.79624,0.019,0,1
59195,2023-11-01 14:56:46.180,GPS,808957463,0,4,284224200,2286,32,0.55,24.7759339,121.0425067,121.42,0.688,0.83394,0.04,0,1
59288,2023-11-01 14:56:46.380,GPS,809157357,0,4,284224400,2286,32,0.55,24.7759351,121.0425067,121.4,0.65,3.21721,0.025,0,1
59383,2023-11-01 14:56:46.580,GPS,809357349,0,4,284224600,2286,32,0.55,24.7759362,121.0425068,121.38,0.6,2.19234,-0.032,0,1
59477,2023-11-01 14:56:46.780,GPS,809557346,0,4,284224800,2286,32,0.55,24.7759371,121.0425069,121.39,0.467,8.50178,-0.067,0,1
59569,2023-11-01 14:56:46.980,GPS,809757458,0,4,284225000,2286,32,0.55,24.7759378,121.0425071,121.39,0.343,7.04715,-0.094,0,1
59666,2023-11-01 14:56:47.180,GPS,809957481,0,4,284225200,2286,32,0.55,24.7759383,121.0425072,121.38,0.229,20.63369,-0.012,0,1
59760,2023-11-01 14:56:47.380,GPS,810157406,0,4,284225400,2286,32,0.55,24.7759385,121.0425074,121.37,0.139,59.78358,-0.007,0,1
59855,2023-11-01 14:56:47.580,GPS,810357452,0,4,284225600,2286,32,0.55,24.7759386,121.0425078,121.34,0.166,79.78383,0.042,0,1
59950,2023-11-01 14:56:47.780,GPS,810557459,0,4,284225800,2286,32,0.55,24.7759386,121.0425081,121.32,0.171,88.28338,0.02,0,1
